Tumor_Sample_Barcode	total	cohort
DO37627	0.0241441	SKCM
DO37659	0.00900901	SKCM
DO37703	0.00576577	SKCM
DO37719	0.00540541	SKCM
DO37723	0.036036	SKCM
DO37750	0.00648649	SKCM
DO37758	0.00936937	SKCM
DO37782	0.00288288	SKCM
DO37827	0.0036036	SKCM
DO37861	0.0151351	SKCM
DO37896	0.0108108	SKCM
DO37946	0.0036036	SKCM
DO3804	0.0173743	BRCA
DO38129	0.0832432	SKCM
DO38190	0.000617665	STAD
DO38226	0.0407659	STAD
DO38229	0.00123533	STAD
DO38238	0.0287214	STAD
DO38376	0.00308833	STAD
DO38388	0.00741198	STAD
DO38404	0.001853	STAD
DO3840	0.00502684	BRCA
DO38423	0.0284126	STAD
DO38547	0.0138975	STAD
DO38571	0.0423101	STAD
DO38603	0.0253243	STAD
DO38635	0.298332	STAD
DO38655	0.0376776	STAD
DO38671	0.001853	STAD
DO38727	0.000617665	STAD
DO38731	0.00370599	STAD
DO3874	0.00175695	BRCA
DO38775	0.0145151	STAD
DO38779	0.068252	STAD
DO38791	0.011118	STAD
DO38807	0.066399	STAD
DO38831	0.0142063	STAD
DO38847	0.0132798	STAD
DO38871	0.0324274	STAD
DO38978	0.028777	THCA
DO39016	0.028777	THCA
DO39022	0.028777	THCA
DO39046	0.115108	THCA
DO39070	0.028777	THCA
DO39072	0.028777	THCA
DO39127	0.028777	THCA
DO39210	0.028777	THCA
DO39481	0.0143885	THCA
DO39534	0.0863309	THCA
DO3958	0.00556369	BRCA
DO39635	0.100719	THCA
DO39847	0.0647482	THCA
DO40069	0.0719424	THCA
DO4018	0.00370913	BRCA
DO40193	0.028777	THCA
DO40274	0.057554	THCA
DO4036	0.00946803	BRCA
DO40484	0.0863309	THCA
DO40664	0.0863309	THCA
DO40759	0.028777	THCA
DO40806	0.0181638	UCEC
DO4080	0.00209858	BRCA
DO40831	0.0310436	UCEC
DO40867	0.001321	UCEC
DO40930	0.0310436	UCEC
DO40948	0.0340159	UCEC
DO41080	0.0138705	UCEC
DO41157	0.0614267	UCEC
DO41217	0.0277411	UCEC
DO41343	0.0392999	UCEC
DO4138	0.00385554	BRCA
DO41398	0.0317041	UCEC
DO41530	0.0495376	UCEC
DO4155	0.0140556	BRCA
DO41716	0.0333554	UCEC
DO4185	0.00468521	BRCA
DO41911	0.0267503	UCEC
DO41943	0.0449141	UCEC
DO41951	0.0320343	UCEC
DO42169	0.0191546	UCEC
DO42240	0.0495376	UCEC
DO4233	0.00380673	BRCA
DO42424	0.001321	UCEC
DO42464	0.00462351	UCEC
DO42536	0.00990753	UCEC
DO42825	0.000660502	UCEC
DO42881	0.0386394	UCEC
DO42937	0.0267503	UCEC
DO43074	0.0320343	UCEC
DO43162	0.0201453	UCEC
DO43210	0.0290621	UCEC
DO43314	0.0594452	UCEC
DO43338	0.0402906	UCEC
DO43378	0.0297226	UCEC
DO43514	0.00924703	UCEC
DO4359	0.00268424	BRCA
DO43610	0.0422721	UCEC
DO43658	0.0303831	UCEC
DO43739	0.0260898	UCEC
DO43763	0.00264201	UCEC
DO43811	0.0231176	UCEC
DO43859	0.0287318	UCEC
DO44086	0.00487805	COAD
DO44087	0.00243902	COAD
DO44088	0.00243902	COAD
DO44089	0.00853659	COAD
DO44091	0.045122	COAD
DO44092	0.0195122	COAD
DO44093	0.0219512	COAD
DO44094	0.0341463	COAD
DO44095	0.145122	COAD
DO44096	0.0207317	COAD
DO44097	0.0290118	BLCA
DO44103	0.000488043	BRCA
DO44111	0.0265007	BRCA
DO44273	0.00693021	BRCA
DO44285	0.0911765	CESC
DO44462	0.146789	KIRP
DO44478	0.0458716	KIRP
DO44496	0.133028	KIRP
DO4449	0.00234261	BRCA
DO44517	0.133028	KIRP
DO44520	0.00458716	KIRP
DO44525	0.0458716	KIRP
DO44528	0.00917431	KIRP
DO4473	0.00185456	BRCA
DO44744	0.162162	LICA
DO44806	0.513514	LICA
DO44828	0.108108	LICA
DO44832	0.216216	LICA
DO44872	0.0285317	LIHC
DO44877	0.012874	LIHC
DO44883	0.000695894	LIHC
DO44885	0.0153097	LIHC
DO44888	0.00278358	LIHC
DO44889	0.0320111	LIHC
DO44890	0.108559	LIHC
DO44919	0.0125261	LIHC
DO44930	0.0107864	LIHC
DO44966	0.0173974	LIHC
DO44974	0.00347947	LIHC
DO44978	0.00208768	LIHC
DO44982	0.0173974	LIHC
DO44986	0.00835073	LIHC
DO44994	0.00765484	LIHC
DO45009	0.0201809	LIHC
DO45029	0.0409091	LINC
DO45035	0.0136364	LINC
DO45037	0.00909091	LINC
DO45039	0.0575758	LINC
DO45041	0.0151515	LINC
DO45043	0.0287879	LINC
DO45045	0.00909091	LINC
DO45047	0.030303	LINC
DO45049	0.0151515	LINC
DO45051	0.0151515	LINC
DO45055	0.0151515	LINC
DO45057	0.0136364	LINC
DO45059	0.0454545	LINC
DO45061	0.0393939	LINC
DO45064	0.0121212	LINC
DO45065	0.0575758	LINC
DO45067	0.030303	LINC
DO45069	0.00909091	LINC
DO45071	0.133333	LINC
DO45075	0.0181818	LINC
DO45077	0.0333333	LINC
DO45079	0.20303	LINC
DO45081	0.00909091	LINC
DO45083	0.0030303	LINC
DO45085	0.0515152	LINC
DO45087	0.0121212	LINC
DO45089	0.0787879	LINC
DO45091	0.00241771	LIRI
DO45092	0.00111586	LIRI
DO45093	0.00185977	LIRI
DO45094	0.00185977	LIRI
DO45095	0.0195276	LIRI
DO45097	0.00148782	LIRI
DO45099	0.000371955	LIRI
DO45101	0.00483541	LIRI
DO45103	0.00334759	LIRI
DO45105	0.000743909	LIRI
DO45109	0.00185977	LIRI
DO45111	0.0567231	LIRI
DO45113	0.00111586	LIRI
DO45115	0.0195276	LIRI
DO45117	0.00111586	LIRI
DO45119	0.00371955	LIRI
DO45121	0.00371955	LIRI
DO45123	0.00353357	LIRI
DO45125	0.000743909	LIRI
DO45127	0.00725312	LIRI
DO45129	0.000371955	LIRI
DO45131	0.00334759	LIRI
DO45133	0.000743909	LIRI
DO45135	0.00446346	LIRI
DO45137	0.00316161	LIRI
DO45139	0.00111586	LIRI
DO45143	0.000371955	LIRI
DO45147	0.00502139	LIRI
DO45149	0.00316161	LIRI
DO45153	0.000371955	LIRI
DO45157	0.000371955	LIRI
DO45159	0.00595127	LIRI
DO45163	0.000371955	LIRI
DO45165	0.00111586	LIRI
DO45169	0.000743909	LIRI
DO45171	0.000371955	LIRI
DO45173	0.00799702	LIRI
DO45175	0.00334759	LIRI
DO45177	0.00111586	LIRI
DO45181	0.0040915	LIRI
DO45183	0.00111586	LIRI
DO45185	0.0206435	LIRI
DO45187	0.0040915	LIRI
DO45189	0.00334759	LIRI
DO45191	0.0156221	LIRI
DO45193	0.00278966	LIRI
DO45197	0.0040915	LIRI
DO45199	0.00353357	LIRI
DO45201	0.00223173	LIRI
DO45203	0.00260368	LIRI
DO45205	0.00111586	LIRI
DO45207	0.00111586	LIRI
DO45209	0.00297564	LIRI
DO45211	0.0543054	LIRI
DO45213	0.0040915	LIRI
DO45215	0.00223173	LIRI
DO45217	0.0111586	LIRI
DO45219	0.00223173	LIRI
DO45221	0.00371955	LIRI
DO45225	0.00223173	LIRI
DO45227	0.0587688	LIRI
DO45229	0.00148782	LIRI
DO45231	0.00297564	LIRI
DO45233	0.00464943	LIRI
DO45235	0.00185977	LIRI
DO45237	0.00762507	LIRI
DO45239	0.00260368	LIRI
DO45241	0.00204575	LIRI
DO45243	0.000371955	LIRI
DO45247	0.00353357	LIRI
DO45249	0.0230612	LIRI
DO45251	0.0016738	LIRI
DO45253	0.00260368	LIRI
DO45257	0.00223173	LIRI
DO45259	0.00278966	LIRI
DO45263	0.00334759	LIRI
DO45265	0.00111586	LIRI
DO45267	0.00297564	LIRI
DO45269	0.00650921	LIRI
DO45277	0.00148782	LIRI
DO45283	0.0219453	LIRI
DO45285	0.00371955	LIRI
DO45287	0.000371955	LIRI
DO45289	0.00483541	LIRI
DO45291	0.000743909	LIRI
DO45293	0.00371955	LIRI
DO45295	0.000743909	LIRI
DO45297	0.00204575	LIRI
DO45299	0.0583969	LIRI
DO45301	0.0098568	LIRI
DO45303	0.00334759	LIRI
DO45305	0.00260368	LIRI
DO45307	0.0100428	LIRI
DO45309	0.000743909	LIRI
DO46325	0.0085154	OV
DO46327	0.00258042	OV
DO46328	0.0277826	OV
DO46329	0.00765526	OV
DO46330	0.0130741	OV
DO46331	0.00240839	OV
DO46333	0.00885945	OV
DO46334	0.00137623	OV
DO46336	0.00808533	OV
DO46338	0.00395665	OV
DO46340	0.00602099	OV
DO46342	0.018149	OV
DO46344	0.00679511	OV
DO46346	0.00498882	OV
DO46350	0.00447273	OV
DO46352	0.0168588	OV
DO46354	0.0132462	OV
DO46356	0.00481679	OV
DO46358	0.00335455	OV
DO4635	0.00966325	BRCA
DO46360	0.00567693	OV
DO46362	0.00447273	OV
DO46364	0.00352658	OV
DO46366	0.00584896	OV
DO46368	0.0105797	OV
DO46370	0.00739721	OV
DO46372	0.0146224	OV
DO46374	0.00455875	OV
DO46376	0.00765526	OV
DO46378	0.0231378	OV
DO46380	0.006107	OV
DO46382	0.00309651	OV
DO46384	8.60141e-05	OV
DO46386	0.00619302	OV
DO46388	0.00722518	OV
DO46390	0.0116979	OV
DO46392	0.00713917	OV
DO46394	0.0130741	OV
DO46396	0.0144504	OV
DO46398	0.00137623	OV
DO46400	0.00421469	OV
DO46402	0.00438672	OV
DO46408	0.00576295	OV
DO46412	0.0104077	OV
DO46416	0.00619302	OV
DO46420	0.0154825	OV
DO46424	0.0301049	OV
DO46448	0.0196972	OV
DO46473	0.0118699	OV
DO46488	0.0123	OV
DO46493	0.0194392	OV
DO46498	0.00137623	OV
DO46503	0.0337175	OV
DO46542	0.0147084	OV
DO46551	0.00636504	OV
DO46556	0.00748323	OV
DO46560	0.00223637	OV
DO46561	0.00679511	OV
DO46566	0.00842938	OV
DO46568	0.00438672	OV
DO46571	0.00756924	OV
DO46576	0.00653707	OV
DO46581	0.0049028	OV
DO46586	0.00937554	OV
DO46588	0.00584896	OV
DO46591	0.00258042	OV
DO46593	0.00696714	OV
DO46597	0.00137623	OV
DO46602	0.00963358	OV
DO46606	0.018149	OV
DO46611	0.00937554	OV
DO46744	0.004329	PAEN
DO46749	0.106061	PAEN
DO46751	0.004329	PAEN
DO46755	0.0021645	PAEN
DO46757	0.0021645	PAEN
DO46759	0.0021645	PAEN
DO46769	0.004329	PAEN
DO46783	0.0238095	PAEN
DO46785	0.004329	PAEN
DO46787	0.00767695	PRAD
DO46788	0.00460617	PRAD
DO46790	0.000921234	PRAD
DO46792	0.000921234	PRAD
DO46793	0.00429909	PRAD
DO46795	0.00122831	PRAD
DO46796	0.0070628	PRAD
DO46813	0.00322432	PRAD
DO46827	0.00303951	RECA
DO46830	0.0182371	RECA
DO46832	0.00607903	RECA
DO46834	0.00911854	RECA
DO46838	0.0212766	RECA
DO46844	0.0182371	RECA
DO46847	0.0151976	RECA
DO46850	0.00303951	RECA
DO46853	0.00303951	RECA
DO46859	0.00911854	RECA
DO46873	0.0182371	RECA
DO46877	0.0121581	RECA
DO46881	0.00303951	RECA
DO46885	0.00303951	RECA
DO46889	0.00303951	RECA
DO46893	0.0151976	RECA
DO46897	0.00303951	RECA
DO46905	0.0121581	RECA
DO46909	0.0182371	RECA
DO46913	0.00911854	RECA
DO46917	0.00303951	RECA
DO46929	0.00303951	RECA
DO46937	0.0182371	RECA
DO46953	0.00607903	RECA
DO46957	0.00911854	RECA
DO4695	0.00585652	BRCA
DO46961	0.0182371	RECA
DO46973	0.00911854	RECA
DO46977	0.227964	RECA
DO46980	0.0243161	RECA
DO46984	0.0243161	RECA
DO46988	0.00607903	RECA
DO46992	0.00607903	RECA
DO47000	0.0212766	RECA
DO47004	0.00911854	RECA
DO47016	0.0243161	RECA
DO47048	0.00911854	RECA
DO47052	0.00607903	RECA
DO47056	0.0212766	RECA
DO47064	0.00303951	RECA
DO47068	0.00607903	RECA
DO47072	0.0638298	RECA
DO47076	0.00607903	RECA
DO47080	0.0182371	RECA
DO47088	0.0182371	RECA
DO47092	0.0243161	RECA
DO47096	0.0243161	RECA
DO47100	0.0212766	RECA
DO47104	0.00303951	RECA
DO47116	0.0243161	RECA
DO47124	0.0273556	RECA
DO47128	0.0182371	RECA
DO47150	0.0243161	RECA
DO47153	0.00303951	RECA
DO47159	0.0182371	RECA
DO47162	0.00303951	RECA
DO47171	0.00303951	RECA
DO47174	0.0273556	RECA
DO4719	0.000878477	BRCA
DO47243	0.00607903	RECA
DO47249	0.00607903	RECA
DO47255	0.0151351	SKCM
DO47268	0.0187387	SKCM
DO472	0.0897552	BLCA
DO47331	0.0136937	SKCM
DO47451	0.00288288	SKCM
DO47542	0.0169369	SKCM
DO4766	0.00761347	BRCA
DO47737	0.00308833	STAD
DO47747	0.000617665	STAD
DO47753	0.117356	STAD
DO47785	0.00370599	STAD
DO477	0.130553	BLCA
DO47817	0.000617665	STAD
DO47859	0.0324274	STAD
DO47863	0.0163681	STAD
DO47911	0.0243978	STAD
DO47929	0.0219271	STAD
DO4796	0.00126891	BRCA
DO47997	0.00370599	STAD
DO48040	0.0197653	STAD
DO48084	0.028777	THCA
DO48159	0.028777	THCA
DO483	0.176791	BLCA
DO48505	0.000695894	LIHC
DO48516	0.00917431	KIRP
DO48518	0.026444	LIHC
DO48539	0.0790043	PAEN
DO48552	0.00208768	LIHC
DO48573	0.0021645	PAEN
DO48578	0.190476	PAEN
DO48581	0.0021645	PAEN
DO48672	0.00185977	LIRI
DO48674	0.0119025	LIRI
DO48679	0.00148782	LIRI
DO48681	0.00799702	LIRI
DO48682	0.00241771	LIRI
DO48684	0.000743909	LIRI
DO48686	0.00371955	LIRI
DO48687	0.00223173	LIRI
DO48689	0.00185977	LIRI
DO48691	0.00148782	LIRI
DO48692	0.000743909	LIRI
DO48693	0.000929887	LIRI
DO48694	0.00111586	LIRI
DO48695	0.00334759	LIRI
DO48697	0.00148782	LIRI
DO48703	0.0100428	LIRI
DO48704	0.00148782	LIRI
DO48706	0.00223173	LIRI
DO48709	0.00185977	LIRI
DO48712	0.00446346	LIRI
DO48715	0.00223173	LIRI
DO48716	0.00260368	LIRI
DO48717	0.000371955	LIRI
DO48719	0.000371955	LIRI
DO48720	0.000743909	LIRI
DO48721	0.00111586	LIRI
DO48723	0.00669518	LIRI
DO48725	0.00130184	LIRI
DO48727	0.008183	LIRI
DO48728	0.00483541	LIRI
DO48730	0.00185977	LIRI
DO48732	0.000371955	LIRI
DO48733	0.00371955	LIRI
DO48736	0.00557932	LIRI
DO48737	0.00148782	LIRI
DO48738	0.00223173	LIRI
DO48741	0.00260368	LIRI
DO48742	0.000743909	LIRI
DO48743	0.00799702	LIRI
DO48747	0.00148782	LIRI
DO48751	0.00297564	LIRI
DO48757	0.00557932	LIRI
DO48759	0.00520736	LIRI
DO48760	0.000743909	LIRI
DO48889	0.00284091	PBCA
DO48895	0.00568182	PBCA
DO48898	0.00568182	PBCA
DO48901	0.00852273	PBCA
DO48905	0.00284091	PBCA
DO48906	0.0113636	PBCA
DO48909	0.0227273	PBCA
DO48911	0.00284091	PBCA
DO48912	0.0113636	PBCA
DO48914	0.0397727	PBCA
DO48916	0.00568182	PBCA
DO48917	0.0113636	PBCA
DO48918	0.00284091	PBCA
DO48919	0.0284091	PBCA
DO48920	0.0142045	PBCA
DO48922	0.00284091	PBCA
DO48923	0.00568182	PBCA
DO48924	0.00568182	PBCA
DO48925	0.00284091	PBCA
DO48927	0.00284091	PBCA
DO48929	0.00852273	PBCA
DO48930	0.03125	PBCA
DO48932	0.0369318	PBCA
DO48934	0.00568182	PBCA
DO48936	0.00852273	PBCA
DO48937	0.0255682	PBCA
DO48940	0.00284091	PBCA
DO48941	0.00284091	PBCA
DO48943	0.00994318	PBCA
DO48951	0.00568182	PBCA
DO48952	0.00568182	PBCA
DO48955	0.0170455	PBCA
DO48957	0.0142045	PBCA
DO48958	0.00284091	PBCA
DO48959	0.00568182	PBCA
DO48961	0.00284091	PBCA
DO48963	0.0142045	PBCA
DO48965	0.00568182	PBCA
DO48967	0.00284091	PBCA
DO48968	0.00284091	PBCA
DO48970	0.00568182	PBCA
DO48971	0.00284091	PBCA
DO48973	0.00284091	PBCA
DO48977	0.0764706	CESC
DO48987	0.114706	CESC
DO48991	0.0176471	CESC
DO48993	0.0764706	CESC
DO49001	0.0647059	CESC
DO49009	0.0294118	CESC
DO49014	0.0176471	CESC
DO49074	0.00113863	PACA
DO49078	0.00355821	PACA
DO49079	0.0059778	PACA
DO49080	0.0130942	PACA
DO49087	0.00455451	PACA
DO49090	0.0116709	PACA
DO49113	0.0049815	PACA
DO49127	0.00142328	PACA
DO49129	0.000853971	PACA
DO49135	0.00270424	PACA
DO49137	0.0019926	PACA
DO49138	0.00256191	PACA
DO49166	0.000569314	PACA
DO49168	0.00170794	PACA
DO49172	0.000569314	PACA
DO49178	0.00256191	PACA
DO49181	0.00426985	PACA
DO49183	0.00270424	PACA
DO49184	0.00626245	PACA
DO49193	0.00626245	PACA
DO49204	0.00612013	PACA
DO49418	0.000284657	PACA
DO49419	0.0119556	PACA
DO49420	0.00113863	PACA
DO49421	0.00113863	PACA
DO49422	0.000284657	PACA
DO49424	0.00555081	PACA
DO49427	0.00256191	PACA
DO49430	0.0129519	PACA
DO49433	0.00227726	PACA
DO49436	0.0039852	PACA
DO49439	0.000569314	PACA
DO49445	0.000284657	PACA
DO49448	0.00341588	PACA
DO49451	0.000711642	PACA
DO49457	0.0019926	PACA
DO49460	0.00113863	PACA
DO49463	0.0152291	PACA
DO49478	0.00241958	PACA
DO49484	0.000853971	PACA
DO49528	0.142857	LAML
DO49529	0.142857	LAML
DO49532	0.0714286	LAML
DO49533	0.0714286	LAML
DO49536	0.357143	LAML
DO49537	0.214286	LAML
DO4963	0.00922401	BRCA
DO49659	0.00208768	LIHC
DO496	0.0834089	BLCA
DO49728	0.155963	KIRP
DO49738	0.00917431	KIRP
DO49768	0.00917431	KIRP
DO49880	0.0294118	CESC
DO498	0.0253853	BLCA
DO49948	0.00588235	CESC
DO49954	0.0117647	CESC
DO49956	0.120588	CESC
DO50090	0.0646341	COAD
DO5012	0.0129331	BRCA
DO50306	0.00652073	ESAD
DO50307	0.0041919	ESAD
DO50309	0.0367955	ESAD
DO50311	0.00170781	ESAD
DO50314	0.0183201	ESAD
DO50315	0.0110231	ESAD
DO50316	0.0127309	ESAD
DO50318	0.00294985	ESAD
DO50319	0.00760751	ESAD
DO50320	0.0111784	ESAD
DO50321	0.020649	ESAD
DO50323	0.0322931	ESAD
DO50325	0.000310511	ESAD
DO50326	0.00993635	ESAD
DO50327	0.00698649	ESAD
DO50328	0.00931532	ESAD
DO50329	0.000465766	ESAD
DO50330	0.00186306	ESAD
DO50331	0.0116442	ESAD
DO50332	0.00341562	ESAD
DO50334	0.0110231	ESAD
DO50336	0.000621022	ESAD
DO50337	0.0254619	ESAD
DO50338	0.000931532	ESAD
DO50339	0.0256171	ESAD
DO50340	0.00450241	ESAD
DO50341	0.0307406	ESAD
DO50342	0.00434715	ESAD
DO50343	0.00434715	ESAD
DO50345	0.00403664	ESAD
DO50346	0.00512343	ESAD
DO50348	0.0181649	ESAD
DO50349	0.00310511	ESAD
DO50350	0.00636547	ESAD
DO50354	0.0130415	ESAD
DO50355	0.0131967	ESAD
DO50357	0.00543394	ESAD
DO50362	0.00341562	ESAD
DO50364	0.00760751	ESAD
DO50365	0.0192517	ESAD
DO50367	0.0397454	ESAD
DO50370	0.00248409	ESAD
DO50372	0.00605496	ESAD
DO50374	0.0194069	ESAD
DO50381	0.00652073	ESAD
DO50382	0.00621022	ESAD
DO50383	0.0156808	ESAD
DO50384	0.0114889	ESAD
DO50385	0.0167676	ESAD
DO50387	0.00745226	ESAD
DO50388	0.013973	ESAD
DO50389	0.0122652	ESAD
DO50392	0.013973	ESAD
DO50393	0.00186306	ESAD
DO50395	0.00853905	ESAD
DO50396	0.000310511	ESAD
DO50398	0.0110231	ESAD
DO50399	0.00341562	ESAD
DO50401	0.00434715	ESAD
DO50402	0.0110231	ESAD
DO50403	0.0116442	ESAD
DO50405	0.00124204	ESAD
DO50406	0.00621022	ESAD
DO50407	0.0417637	ESAD
DO50408	0.0136625	ESAD
DO50409	0.0228225	ESAD
DO50410	0.021891	ESAD
DO50411	0.00574445	ESAD
DO50412	0.014594	ESAD
DO50414	0.000307078	PRAD
DO50415	0.019653	PRAD
DO50416	0.00122831	PRAD
DO50417	0.00245663	PRAD
DO50418	0.00552741	PRAD
DO50419	0.00337786	PRAD
DO50420	0.00491325	PRAD
DO50421	0.00429909	PRAD
DO50422	0.000921234	PRAD
DO50423	0.00368494	PRAD
DO50424	0.00337786	PRAD
DO50426	0.015661	PRAD
DO50427	0.00951942	PRAD
DO50428	0.00214955	PRAD
DO50430	0.0147398	PRAD
DO50431	0.0133579	PRAD
DO50432	0.00337786	PRAD
DO50437	0.00450241	ESAD
DO50438	0.00807328	ESAD
DO50440	0.00248409	ESAD
DO50441	0.0318274	ESAD
DO50442	0.00527868	ESAD
DO50443	0.0100916	ESAD
DO50444	0.0122652	ESAD
DO50446	0.0124204	ESAD
DO50447	0.00605496	ESAD
DO50449	0.00403664	ESAD
DO50452	0.0810433	ESAD
DO5046	0.000976086	BRCA
DO50772	0.000371955	LIRI
DO50774	0.000371955	LIRI
DO50776	0.000371955	LIRI
DO50778	0.0191557	LIRI
DO50780	0.00111586	LIRI
DO50783	0.00148782	LIRI
DO50785	0.00111586	LIRI
DO50787	0.00260368	LIRI
DO50789	0.000371955	LIRI
DO50791	0.00185977	LIRI
DO50796	0.0040915	LIRI
DO50798	0.00111586	LIRI
DO50799	0.00539334	LIRI
DO50800	0.0040915	LIRI
DO50802	0.000371955	LIRI
DO50803	0.00223173	LIRI
DO50806	0.00855496	LIRI
DO50807	0.00669518	LIRI
DO50808	0.00278966	LIRI
DO50809	0.00334759	LIRI
DO50811	0.00297564	LIRI
DO50813	0.00260368	LIRI
DO50815	0.00334759	LIRI
DO50816	0.00185977	LIRI
DO50817	0.000743909	LIRI
DO50818	0.000371955	LIRI
DO50819	0.000557932	LIRI
DO50820	0.00111586	LIRI
DO50822	0.000743909	LIRI
DO50825	0.000371955	LIRI
DO50827	0.00483541	LIRI
DO50829	0.00148782	LIRI
DO50831	0.00334759	LIRI
DO50832	0.0040915	LIRI
DO50834	0.000929887	LIRI
DO50837	0.000371955	LIRI
DO50839	0.00260368	LIRI
DO50840	0.0234331	LIRI
DO50845	0.000929887	LIRI
DO50850	0.000185977	LIRI
DO50851	0.000743909	LIRI
DO50855	0.00334759	LIRI
DO51044	0.00337786	PRAD
DO51045	0.00122831	PRAD
DO51046	0.00552741	PRAD
DO51047	0.00583448	PRAD
DO51048	0.00644864	PRAD
DO51049	0.000921234	PRAD
DO51050	0.00491325	PRAD
DO51051	0.00736988	PRAD
DO51052	0.0098265	PRAD
DO51053	0.00307078	PRAD
DO51054	0.0122831	PRAD
DO51055	0.00736988	PRAD
DO51056	0.00752341	PRAD
DO51057	0.00429909	PRAD
DO51060	0.00568095	PRAD
DO51061	0.0122831	PRAD
DO51062	0.0178105	PRAD
DO51063	0.00214955	PRAD
DO51064	0.00184247	PRAD
DO51065	0.0132044	PRAD
DO51066	0.00890527	PRAD
DO51067	0.00921234	PRAD
DO51068	0.0035314	PRAD
DO51069	0.00583448	PRAD
DO51070	0.00798403	PRAD
DO51071	0.000307078	PRAD
DO51072	0.0104407	PRAD
DO51073	0.00153539	PRAD
DO51074	0.00153539	PRAD
DO51075	0.0210349	PRAD
DO51078	0.00491325	PRAD
DO51079	0.00951942	PRAD
DO51080	0.00491325	PRAD
DO51081	0.0145862	PRAD
DO51083	0.00644864	PRAD
DO51084	0.00122831	PRAD
DO51085	0.0171964	PRAD
DO51086	0.0113619	PRAD
DO51087	0.000614156	PRAD
DO51088	0.0130508	PRAD
DO51089	0.00921234	PRAD
DO51090	0.0271764	PRAD
DO51091	0.0122831	PRAD
DO51093	0.0102871	PRAD
DO51094	0.0113619	PRAD
DO51095	0.000307078	PRAD
DO51096	0.00921234	PRAD
DO51097	0.00245663	PRAD
DO51098	0.00475971	PRAD
DO51099	0.0027637	PRAD
DO51100	0.000614156	PRAD
DO51102	0.0027637	PRAD
DO51103	0.00614156	PRAD
DO51104	0.00859819	PRAD
DO51105	0.0159681	PRAD
DO51106	0.00829111	PRAD
DO51107	0.00368494	PRAD
DO51109	0.00368494	PRAD
DO51110	0.0125902	PRAD
DO51111	0.00583448	PRAD
DO51112	0.00675572	PRAD
DO51113	0.00245663	PRAD
DO51114	0.00598802	PRAD
DO51115	0.0027637	PRAD
DO51116	0.00736988	PRAD
DO51117	0.0062951	PRAD
DO51118	0.00307078	PRAD
DO51119	0.00905881	PRAD
DO51120	0.00460617	PRAD
DO51121	0.0339321	PRAD
DO51122	0.00399202	PRAD
DO51123	0.0193459	PRAD
DO51124	0.0141256	PRAD
DO51125	0.00859819	PRAD
DO51126	0.00583448	PRAD
DO51127	0.0211884	PRAD
DO51128	0.000767695	PRAD
DO51129	0.000307078	PRAD
DO51130	0.015661	PRAD
DO51131	0.00184247	PRAD
DO51132	0.00138185	PRAD
DO51133	0.0104407	PRAD
DO51134	0.00368494	PRAD
DO51135	0.0267158	PRAD
DO51136	0.000307078	PRAD
DO51137	0.00890527	PRAD
DO51138	0.0138185	PRAD
DO51139	0.00829111	PRAD
DO51140	0.000921234	PRAD
DO51142	0.00184247	PRAD
DO51143	0.00368494	PRAD
DO51144	0.00951942	PRAD
DO51145	0.00644864	PRAD
DO51147	0.00783049	PRAD
DO51148	0.00491325	PRAD
DO51150	0.023645	PRAD
DO51152	0.00890527	PRAD
DO51153	0.00583448	PRAD
DO51154	0.0128973	PRAD
DO51155	0.0125902	PRAD
DO51156	0.00859819	PRAD
DO51157	0.00307078	PRAD
DO51158	0.00214955	PRAD
DO51159	0.00122831	PRAD
DO51171	0.0021645	PAEN
DO51172	0.012987	PAEN
DO51176	0.004329	PAEN
DO51178	0.0021645	PAEN
DO51187	0.0151515	PAEN
DO51251	0.14955	SKCM
DO51465	0.00483917	PACA
DO51466	0.00284657	PACA
DO51467	0.0136635	PACA
DO51468	0.00540848	PACA
DO51469	0.00142328	PACA
DO51470	0.00256191	PACA
DO51472	0.00355821	PACA
DO51473	0.011244	PACA
DO51474	0.00967834	PACA
DO51475	0.00113863	PACA
DO51476	0.0411329	PACA
DO51477	0.00256191	PACA
DO51478	0.0256191	PACA
DO51479	0.000853971	PACA
DO51480	0.0069741	PACA
DO51481	0.00740108	PACA
DO51483	0.00370054	PACA
DO51484	0.000426985	PACA
DO51485	0.00370054	PACA
DO51486	0.00412753	PACA
DO51487	0.00512383	PACA
DO51488	0.000284657	PACA
DO51489	0.0278964	PACA
DO51490	0.000569314	PACA
DO51491	0.00327356	PACA
DO51492	0.00725875	PACA
DO51493	0.0145175	PACA
DO51494	0.0176487	PACA
DO51495	0.00412753	PACA
DO51496	0.00412753	PACA
DO51497	0.00512383	PACA
DO51498	0.00227726	PACA
DO51499	0.00426985	PACA
DO51501	0.00483917	PACA
DO51502	0.000569314	PACA
DO51503	0.0039852	PACA
DO51504	0.0019926	PACA
DO51506	0.000853971	PACA
DO51507	0.00313123	PACA
DO51508	0.000569314	PACA
DO51509	0.000569314	PACA
DO51510	0.00327356	PACA
DO51511	0.00227726	PACA
DO51512	0.00327356	PACA
DO51513	0.00170794	PACA
DO51514	0.00313123	PACA
DO51515	0.000853971	PACA
DO51518	0.00142328	PACA
DO51519	0.0019926	PACA
DO51520	0.00128096	PACA
DO51522	0.00284657	PACA
DO51523	0.00455451	PACA
DO51524	0.00555081	PACA
DO51527	0.0145175	PACA
